id,title,image,price,inStock,category,isNew
1010167390,Nike Force 1 Low,https://static.nike.com/a/images/t_default/53fc0889-b9e6-45cc-b0c1-ee580a8d3435/force-1-low-little-kids-shoes-3g5plb.png,70.0,True,Little Kids' Shoes,False
13722203,Nike Air Force 1 Mid '07,https://static.nike.com/a/images/t_default/e34a495d-3960-4401-81f3-fe8f3f3ed9a6/air-force-1-mid-07-mens-shoes-NQ2TT6.png,127.97,True,Men's Shoes,False
13229774,Nike Force 1,https://static.nike.com/a/images/t_default/a079829d-6da2-4272-9932-59e2405c1aca/force-1-baby-toddler-shoes-kJpxBC.png,55.0,True,Baby/Toddler Shoes,False
14244676,Nike Air Force 1 High '07 LV8 EMB,https://static.nike.com/a/images/t_default/ca99d983-209d-4cee-9cde-d251ee32584d/air-force-1-high-07-lv8-emb-mens-shoes-g2WGZn.png,89.97,True,Men's Shoes,False
1010169662,Nike Air Force 1 LV8 2,https://static.nike.com/a/images/t_default/f0205256-81ff-4418-824a-8d1b9ed49d18/air-force-1-lv8-2-big-kids-shoes-1JQL4Z.png,69.97,True,Big Kids' Shoes,False
1007486165,Nike Force 1,https://static.nike.com/a/images/t_default/ec1b7ecf-90e7-41e2-8f26-4bfdd984c969/force-1-baby-crib-booties-xcWs5X.png,20.97,True,Baby Crib Booties,False
1007401365,Nike Force 1,https://static.nike.com/a/images/t_default/2f9a2292-39e2-4ee3-9959-74301284ffaa/force-1-baby-toddler-shoes-qdLCl9.png,43.97,True,Baby/Toddler Shoes,False
14266247,Nike Force 1 LV8,https://static.nike.com/a/images/t_default/65d7bc89-c8a2-4851-9496-c45709a7b29e/force-1-lv8-baby-toddler-shoes-mZ1d6G.png,30.97,True,Baby/Toddler Shoes,False
1010246471,Nike Force 1 Mid LE,https://static.nike.com/a/images/t_default/15413e40-569f-432e-bb62-eef558ab5b10/force-1-mid-le-baby-toddler-shoes-KrZ0T8.png,41.97,True,Baby/Toddler Shoes,False
14247059,Nike Force 1 Crater Next Nature,https://static.nike.com/a/images/t_default/ac21bcd1-65a7-4b8a-9dc0-28ed5c46244b/force-1-crater-next-nature-baby-toddler-shoes-Tnjth4.png,26.97,True,Baby/Toddler Shoes,False
1011906422,Nike Air Force 1 Low Retro,https://static.nike.com/a/images/t_default/e6eb0b94-087b-43c7-b36b-08b5ec053355/air-force-1-low-retro-mens-shoes-KZhTqR.png,150.0,True,Men's Shoes,False
1009406282,Nike Air Force 1 Low By You,https://static.nike.com/a/images/t_default/dabf7785-3954-4cca-93f9-d2164ecd8f8e/hispl-quxm-tvxus.png,130.0,True,Custom Men's Shoes,False
13987335,Nike Air Force 1 '07 LV8,https://static.nike.com/a/images/t_default/e7bba277-0bff-4550-a67b-a0061c0d05e7/air-force-1-07-lv8-mens-shoes-863lmJ.png,96.97,True,Men's Shoes,False
1009406282,Nike Air Force 1 Low By You,https://static.nike.com/a/images/t_default/be7385a8-df8d-40b2-bc22-48ab2bfc6418/hispl-quxm-tvxus.png,130.0,True,Custom Men's Shoes,False
1012371815,Nike Force 1 Low,https://static.nike.com/a/images/t_default/d574bbfb-afe8-4333-8e74-651a9eeeac00/force-1-low-baby-toddler-shoes-dC0xmX.png,55.0,True,Baby/Toddler Shoes,False
1011845554,Nike Force 1 LV8,https://static.nike.com/a/images/t_default/2f5e8dc0-43bc-461f-b717-e8c157695885/force-1-lv8-little-kids-shoes-FwvWjF.png,68.97,True,Little Kids' Shoes,False
1009157876,Nike Force 1 LV8,https://static.nike.com/a/images/t_default/e8a24858-aba2-4e48-8291-288d51b5670c/force-1-lv8-little-kids-shoes-L3Gs3j.png,68.97,True,Little Kids' Shoes,False
14115946,Nike Air Force 1 '07 LV8,https://static.nike.com/a/images/t_default/437c3f97-a508-4aaa-b7ce-aab11cf2a45a/air-force-1-07-lv8-mens-shoes-khpfrj.png,97.97,True,Men's Shoes,False
10338433,Nike Lunar Force 1,https://static.nike.com/a/images/t_default/6457bbb4-7eac-498b-8217-47729fe91930/lunar-force-1-mens-duckboot-tTZklH.png,134.97,True,Men's Duckboot,False
12293582,Nike Air Force 1 Lover XX,https://static.nike.com/a/images/t_default/gfut4qoo5rkituipkgs8/air-force-1-lover-xx-womens-shoes-j4B5P5.png,82.97,True,Women's Shoes,False
14287939,Nike Air Force 1 Mid React,https://static.nike.com/a/images/t_default/df521b78-9b58-44e5-8bda-5211ccb61c1d/air-force-1-mid-react-mens-shoes-mRp9m4.png,101.97,True,Men's Shoes,False
13924036,Nike Air Force 1 Mid QS,https://static.nike.com/a/images/t_default/e776b31d-d1f3-4e91-8b8c-3879f06a191a/air-force-1-mid-qs-mens-shoes-xrHZ9p.png,77.97,True,Men's Shoes,False
1009355768,Nike Air Force 1 Mid By You,https://static.nike.com/a/images/t_default/1e80f517-1d6f-47c7-9a1a-7f476cbea04d/custom-nike-air-force-1-mid-by-you-shoes.png,140.0,True,Women's Custom Shoes,False
13146438,Nike Force 1 Mid LE,https://static.nike.com/a/images/t_default/3a8a706b-e973-4b66-b281-6c7a8dfa6bfa/force-1-mid-le-little-kids-shoe-bh88L1.png,72.97,True,Little Kids' Shoe,False
1007529028,Nike Air Force 1 Low x Premium Goods,https://static.nike.com/a/images/t_default/9b112da7-e7c2-4364-977e-1f19f8aa929b/air-force-1-low-x-premium-goods-womens-shoes-pShMNj.png,150.0,True,Women's Shoes,False
1011876291,Nike Air Force 1 LV8,https://static.nike.com/a/images/t_default/e6a1cb69-6b6a-422f-90ac-4ad4f1e7015f/air-force-1-lv8-big-kids-shoes-bGNdjh.png,75.97,True,Big Kids' Shoes,False
14083930,Nike Air Force 1 Sculpt,https://static.nike.com/a/images/t_default/9007e110-ab61-42de-a672-878d4f076a1e/air-force-1-sculpt-womens-shoes-GKwftK.png,70.97,True,Women's Shoes,False
13012036,Nike Air Force 1 GTX,https://static.nike.com/a/images/t_default/1b1b09a2-cb46-487c-9882-38dc63661db6/air-force-1-gtx-mens-shoes-MXf3Lm.png,109.97,True,Men's Shoes,False
1009157877,Nike Air Force 1 LV8,https://static.nike.com/a/images/t_default/1b0af978-86fa-49a4-90ca-f6540c1a1932/air-force-1-lv8-big-kids-shoes-5D3Vm7.png,71.97,True,Big Kids' Shoes,False
1009356266,Nike Air Force 1 High By You,https://static.nike.com/a/images/t_default/b70aed42-0084-405b-8e44-6d52b59fa4f3/custom-nike-air-force-1-high-by-you-shoes.png,145.0,True,Men's Custom Shoes,False
1010058168,Nike Air Force 1 Mid '07 LX NBHD,https://static.nike.com/a/images/t_default/f862e5e4-8de3-4b24-8456-c7d6dd0d6cea/air-force-1-mid-07-lx-nbhd-mens-shoes-CvfbLv.png,140.0,True,Men's Shoes,False
1011995525,Nike Air Force 1 '07 LV8,https://static.nike.com/a/images/t_default/300037f5-c3d4-48a8-b6e2-a058d80fb2c9/air-force-1-07-lv8-shoes-3vWcC9.png,130.0,True,Shoes,False
1011847357,Nike Air Force 1 Mid By Americana,https://static.nike.com/a/images/t_default/d2dce114-5f53-4d33-a18f-ad5f9d55c74e/custom-nike-air-force-1-mid-by-you-shoes.png,140.0,True,Custom Shoes,False
1010051610,Nike Air Force 1 '07 LV8,https://static.nike.com/a/images/t_default/6b5d2ac2-2fb5-4cda-8bab-396e566ff350/air-force-1-07-lv8-mens-shoes-FVc98t.png,103.97,True,Men's Shoes,False
1011852740,Nike Air Force 1 Low Retro,https://static.nike.com/a/images/t_default/9ade626a-79c9-4544-8237-907bcc65fdba/air-force-1-low-retro-mens-shoes-53gMmt.png,130.0,True,Men's Shoes,False
1010051319,Nike Air Force 1 '07 LV8,https://static.nike.com/a/images/t_default/54a510de-a406-41b2-8d62-7f8c587c9a7e/air-force-1-07-lv8-mens-shoes-7bCM7s.png,103.97,True,Men's Shoes,False
1007529682,Nike Air Force 1 Low x Ambush,https://static.nike.com/a/images/t_default/50c13c60-a1e1-4c0c-bf7c-8a5ffa793e3b/air-force-1-low-x-ambush-mens-shoes-KTW9v6.png,190.0,True,Men's Shoes,False
13935808,Nike Air Force 1 Crater Flyknit Next Nature,https://static.nike.com/a/images/t_default/aaa04356-2232-4f9c-a302-0c7d5c3e2102/air-force-1-crater-flyknit-next-nature-mens-shoes-bHdNmN.png,130.0,True,Men's Shoes,False
14114101,Nike Air Force 1 '07 Premium,https://static.nike.com/a/images/t_default/0cf30d74-57f8-43fa-b67f-11efbfd2afb3/air-force-1-07-premium-mens-shoes-zqBZTs.png,140.0,True,Men's Shoes,False
1009351172,Nike Air Force 1 High By You,https://static.nike.com/a/images/t_default/eea404ab-48ef-49dd-91b6-d2e221679374/custom-nike-air-force-1-high-by-you-shoes.png,145.0,True,Women's Custom Shoes,False
